filename,global_quality_mean
0005421.jpg,3.2624
0005425.jpg,3.8945
0005426.jpg,3.7623
0005430.jpg,2.4184
0005432.jpg,3.2995
0005433.jpg,3.4093
0005443.jpg,3.1096
0005446.jpg,3.4933
0005450.jpg,3.8057
0005453.jpg,2.1492
0005457.jpg,3.6827
0005463.jpg,2.447
0005466.jpg,2.9042
0005467.jpg,2.8658
0005473.jpg,2.6906
0005477.jpg,3.5646
0005485.jpg,2.4953
0005489.jpg,3.0816
0005490.jpg,3.7123
0005492.jpg,2.4472
0005503.jpg,2.5842
0005505.jpg,3.7128
0005508.jpg,3.8893
0005511.jpg,4.1484
0005515.jpg,2.0525
0005521.jpg,3.4363
0005522.jpg,4.036
0005527.jpg,2.9782
0005529.jpg,2.4097
0005535.jpg,3.4171
0005542.jpg,1.4333
0005549.jpg,3.8588
0005551.jpg,1.996
0005552.jpg,2.796
0005564.jpg,3.512
0005585.jpg,3.7011
0005596.jpg,3.7046
0005602.jpg,2.2893
0005603.jpg,2.566
0005608.jpg,3.8947
0005609.jpg,3.9245
0005611.jpg,3.0871
0005624.jpg,1.6714
0005625.jpg,3.9307
0005627.jpg,2.5344
0005632.jpg,3.0884
0005638.jpg,3.8595
0005643.jpg,3.9818
0005647.jpg,2.5972
0005648.jpg,3.1501
0005649.jpg,3.0382
0005657.jpg,2.8386
0005663.jpg,2.7493
0005664.jpg,3.0932
0005704.jpg,3.5606
0005705.jpg,3.6376
0005714.jpg,3.4353
0005718.jpg,3.1556
0005723.jpg,3.6303
0005725.jpg,2.0205
0005727.jpg,3.9591
0005734.jpg,2.6671
0005747.jpg,2.6549
0005750.jpg,3.0037
0005752.jpg,3.6186
0005753.jpg,1.8876
0005755.jpg,3.7525
0005756.jpg,3.4613
0005762.jpg,3.9835
0005773.jpg,3.8479
0005776.jpg,3.4961
0005778.jpg,3.7889
0005779.jpg,2.4857
0005782.jpg,3.6777
0005783.jpg,2.3828
0005793.jpg,3.4221
0005798.jpg,3.1577
0005800.jpg,2.4362
0005813.jpg,3.9488
0005815.jpg,2.7744
0005817.jpg,3.816
0005819.jpg,4.0254
0005821.jpg,2.6403
0005824.jpg,2.887
0005836.jpg,3.5766
0005851.jpg,2.9329
0005852.jpg,3.4399
0005854.jpg,3.7373
0005857.jpg,2.8369
0005860.jpg,2.826
0005874.jpg,2.607
0005875.jpg,3.7136
0005885.jpg,2.3857
0005902.jpg,2.413
0005903.jpg,2.8246
0005917.jpg,3.677
0005918.jpg,3.4482
0005923.jpg,3.8616
0005925.jpg,3.6873
0005927.jpg,2.2061
0005930.jpg,3.9115
0005942.jpg,2.954
0005944.jpg,3.7337
0005952.jpg,3.6778
0005960.jpg,2.0816
0005961.jpg,3.9804
0005962.jpg,3.417
0005966.jpg,2.4168
0005967.jpg,3.5722
0005971.jpg,2.1037
0005981.jpg,2.6726
0005982.jpg,2.9069
0005989.jpg,3.69
0005992.jpg,2.8693
0005996.jpg,3.2136
0005997.jpg,2.4492
0005998.jpg,3.8068
